"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979"
"30140","Lebanon, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",362974,391453,404211,447121,496917,552795,608263,663856,736809,815150,917852
"30140","Lebanon, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",98809,100193,102907,103414,105069,105311,124289,108206,108055,109308,110096
"30140","Lebanon, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3673,3907,3928,4324,4729,5249,4894,6135,6819,7457,8337
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",154368,166225,181691,203450,228028,264950,290248,317152,345508,387945,428688
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","2","Population (persons) 1/",43509,44211,44792,46404,46454,46658,46744,47617,47898,48543,49026
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3548,3760,4056,4384,4909,5679,6209,6660,7213,7992,8744
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",310572,339559,350474,373641,423220,459977,506117,579076,622266,683401,750882
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","2","Population (persons) 1/",90890,91463,92881,93756,95076,95870,95535,97130,98181,98837,99656
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3417,3713,3773,3985,4451,4798,5298,5962,6338,6914,7535
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",951374,1017530,1127053,1251564,1400290,1560999,1710621,1934689,2150870,2444284,2731660
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",260443,267481,273697,281894,287662,296218,297670,303393,308473,311728,316817
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3653,3804,4118,4440,4868,5270,5747,6377,6973,7841,8622
"30620","Lima, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",415181,439385,465872,489289,554243,607835,647153,699455,775298,861705,953492
"30620","Lima, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",110340,111084,111437,110643,110245,110637,110806,109853,110465,109828,111247
"30620","Lima, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3763,3955,4181,4422,5027,5494,5840,6367,7018,7846,8571
"30700","Lincoln, NE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",698191,761119,834654,918081,1035680,1148954,1303224,1421987,1554224,1768411,1931967
"30700","Lincoln, NE (Metropolitan Statistical Area)","2","Population (persons) 1/",179568,183265,187741,195133,196134,199608,198905,199025,200719,203010,204382
"30700","Lincoln, NE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3888,4153,4446,4705,5280,5756,6552,7145,7743,8711,9453
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1323104,1450105,1637474,1855105,2127721,2415090,2686035,2986826,3296427,3760823,4186018
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",390798,398923,410511,421948,434101,450208,454800,463036,470916,479418,485427
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3386,3635,3989,4397,4901,5364,5906,6451,7000,7845,8623
"30860","Logan, UT-ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",127531,142719,159132,180672,202208,227739,252002,289615,318071,363517,412925
"30860","Logan, UT-ID (Metropolitan Statistical Area)","2","Population (persons) 1/",49197,49811,50796,52893,54413,55792,57480,58974,60841,62424,64124
"30860","Logan, UT-ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2592,2865,3133,3416,3716,4082,4384,4911,5228,5823,6439
"30980","Longview, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",524845,565808,614183,678748,767182,893993,1025800,1179519,1307719,1520224,1732705
"30980","Longview, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",170426,175877,179278,183388,185487,189013,194459,198315,203922,209570,216996
"30980","Longview, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3080,3217,3426,3701,4136,4730,5275,5948,6413,7254,7985
"31020","Longview, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",249897,274017,285111,322011,364830,415761,476003,538891,579382,641679,715480
"31020","Longview, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",67903,68799,69830,69102,71174,72006,74445,74340,74659,75532,78118
"31020","Longview, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3680,3983,4083,4660,5126,5774,6394,7249,7760,8495,9159
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",40323525,42898309,44962023,48982924,53179424,58755856,64589683,71531619,79408612,90398475,102138575
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",8366706,8475377,8587868,8593421,8647592,8754864,8842499,8984368,9063784,9204893,9292983
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4820,5062,5236,5700,6150,6711,7304,7962,8761,9821,10991
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3490513,3750987,4025374,4428492,4940461,5411762,5779903,6352019,7066169,7873591,8674590
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","2","Population (persons) 1/",930903,944381,958302,960977,972713,980860,983510,988211,989554,996252,1000248
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3750,3972,4201,4608,5079,5517,5877,6428,7141,7903,8672
"31180","Lubbock, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",624668,727087,744276,836301,1017162,1062522,1163883,1353581,1533010,1686400,1900130
"31180","Lubbock, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",198875,198372,203502,210117,210167,213786,216123,218179,221434,224976,227137
"31180","Lubbock, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3141,3665,3657,3980,4840,4970,5385,6204,6923,7496,8366
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",525915,547509,587464,657724,737153,823007,894903,1004788,1121386,1275770,1443773
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",165646,166469,171359,174732,176483,178257,184275,185470,186723,191211,193855
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",3175,3289,3428,3764,4177,4617,4856,5418,6006,6672,7448
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",608371,664522,732150,795018,856424,945818,1047179,1138426,1231221,1341220,1488345
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",180024,181228,185839,188436,188667,189318,191852,192268,195693,197518,198531
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3379,3667,3940,4219,4539,4996,5458,5921,6292,6790,7497
"31460","Madera, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",142509,157504,172911,203344,252612,288523,303984,351479,404651,443859,599802
"31460","Madera, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",41079,41707,42754,43223,44458,46071,47917,49699,52777,55741,60169
"31460","Madera, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3469,3776,4044,4705,5682,6263,6344,7072,7667,7963,9969
"31540","Madison, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1551169,1708448,1854242,1997037,2225349,2423637,2710063,2970088,3305419,3713483,4110390
"31540","Madison, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",365254,377631,382627,382656,385942,392653,391644,396665,401437,406224,409524
"31540","Madison, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4247,4524,4846,5219,5766,6172,6920,7488,8234,9141,10037
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",909067,961049,1027801,1119971,1257989,1385255,1509213,1718541,1965431,2299436,2640750
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","2","Population (persons) 1/",221149,226390,237461,235887,239589,243605,248215,255826,262922,268671,275208
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4111,4245,4328,4748,5251,5686,6080,6718,7475,8559,9595
"31740","Manhattan, KS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",405804,450472,500378,520484,568980,632299,671533,707568,765830,833631,909250
"31740","Manhattan, KS (Metropolitan Statistical Area)","2","Population (persons) 1/",87438,97383,100682,100610,104436,106397,107019,108713,106696,108173,107926
"31740","Manhattan, KS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4641,4626,4970,5173,5448,5943,6275,6509,7178,7706,8425
"31860","Mankato, MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",236704,264523,280227,305079,379991,406071,438278,452057,538793,598122,639361
"31860","Mankato, MN (Metropolitan Statistical Area)","2","Population (persons) 1/",73883,77037,78012,77494,76854,77488,77328,77818,78073,77906,78471
"31860","Mankato, MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3204,3434,3592,3937,4944,5240,5668,5809,6901,7677,8148
"31900","Mansfield, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",490787,516298,567752,606042,670311,707235,746455,822879,924472,1002098,1097045
"31900","Mansfield, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",128984,129838,129411,130847,130923,130356,130887,131160,130524,130866,130178
"31900","Mansfield, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3805,3976,4387,4632,5120,5425,5703,6274,7083,7657,8427
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",324153,364139,428483,479788,571221,671642,791763,903307,1051173,1185172,1326959
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",179187,183040,193397,204904,217004,223800,238746,249003,258732,266103,275488
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",1809,1989,2216,2342,2632,3001,3316,3628,4063,4454,4817
"32780","Medford, OR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",306187,332495,380955,431925,493284,558936,631982,720268,821643,954398,1073460
"32780","Medford, OR (Metropolitan Statistical Area)","2","Population (persons) 1/",93841,95374,99487,101396,107245,110926,114924,117683,122329,126435,129918
"32780","Medford, OR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3263,3486,3829,4260,4600,5039,5499,6120,6717,7549,8263
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2924933,3213665,3605837,4090721,4553737,5044573,5472305,5953927,6541807,7387855,8258049
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","2","Population (persons) 1/",903251,912644,922397,936928,940699,952945,956022,961749,967472,975489,988272
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3238,3521,3909,4366,4841,5294,5724,6191,6762,7573,8356
"32900","Merced, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",389912,434859,460187,517524,612840,685840,783346,878577,964456,1017192,1170290
"32900","Merced, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",101255,105275,108032,110548,114436,117949,121456,126358,126591,128435,131775
"32900","Merced, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3851,4131,4260,4681,5355,5815,6450,6953,7619,7920,8881
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",9333369,10723332,11973429,13740830,16065434,18109416,19421822,21171455,23699865,27264542,31531438
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",2182241,2255202,2364750,2478824,2604637,2745960,2837578,2884080,2937632,3002966,3121950
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4277,4755,5063,5543,6168,6595,6845,7341,8068,9079,10100
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",390305,405753,430233,472811,539615,588706,640124,706083,783754,889401,980714
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",104429,105461,106310,106744,107134,107180,107353,107604,108496,108807,109142
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3738,3847,4047,4429,5037,5493,5963,6562,7224,8174,8986
"33220","Midland, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",268874,277325,299208,321559,352547,410969,449291,511778,594681,663859,730776
"33220","Midland, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",62133,63956,65050,65286,66390,67168,68626,69324,70888,71900,73158
"33220","Midland, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4327,4336,4600,4925,5310,6119,6547,7382,8389,9233,9989
"33260","Midland, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",299346,328929,355615,384016,437833,491237,595384,688235,776522,928623,1084219
"33260","Midland, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",67992,70297,71302,71477,71259,73313,75637,77943,79216,80934,83546
"33260","Midland, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4403,4679,4987,5373,6144,6701,7872,8830,9803,11474,12978
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6019918,6418920,6824581,7440734,8211703,9017395,9729832,10579079,11669454,12981107,14416450
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","2","Population (persons) 1/",1395326,1404488,1405231,1416024,1409344,1409473,1395236,1399726,1394089,1389196,1395212
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4314,4570,4857,5255,5827,6398,6974,7558,8371,9344,10333
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",9008154,9744716,10403873,11198796,12471355,13740086,14938866,16381692,18305786,20560147,23340810
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","2","Population (persons) 1/",2028404,2068705,2088348,2091790,2109880,2129481,2138738,2152425,2163785,2184787,2209422
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4441,4711,4982,5354,5911,6452,6985,7611,8460,9411,10564
"33540","Missoula, MT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",192724,208980,233708,263307,290502,329287,367339,421544,491819,572589,639139
"33540","Missoula, MT (Metropolitan Statistical Area)","2","Population (persons) 1/",56978,58472,59990,61918,64424,67007,67056,69539,70970,72226,74088
"33540","Missoula, MT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3382,3574,3896,4253,4509,4914,5478,6062,6930,7928,8627
"33660","Mobile, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",900796,985931,1067522,1177574,1322530,1509380,1728953,1962248,2193637,2466398,2722735
"33660","Mobile, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",333970,334589,339736,340717,340907,345954,352125,361515,369811,377196,378554
"33660","Mobile, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2697,2947,3142,3456,3879,4363,4910,5428,5932,6539,7192
"33700","Modesto, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",716148,790180,854198,963489,1102270,1255143,1389427,1557694,1806559,2021879,2301197
"33700","Modesto, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",191271,195578,199698,201644,215178,222484,229518,236293,246995,247280,260933
"33700","Modesto, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3744,4040,4277,4778,5123,5641,6054,6592,7314,8176,8819
"33740","Monroe, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",423810,452013,509775,564856,642335,714709,799915,921272,1023596,1175714,1326816
"33740","Monroe, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",165163,166485,169087,173231,174909,177323,181584,186247,188434,189835,192248
"33740","Monroe, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2566,2715,3015,3261,3672,4031,4405,4947,5432,6193,6902
"33780","Monroe, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",435150,447425,490338,560418,637123,680892,732876,829067,944403,1057320,1172775
"33780","Monroe, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",116021,119640,121589,123422,124301,124906,126297,127148,129995,132450,134285
"33780","Monroe, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3751,3740,4033,4541,5126,5451,5803,6520,7265,7983,8733
"33860","Montgomery, AL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",742091,821743,932728,1082001,1224140,1359239,1469402,1646376,1792684,2041480,2270352
"33860","Montgomery, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",236782,239239,242500,252309,258064,263893,265984,270156,272860,276789,281831
"33860","Montgomery, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3134,3435,3846,4288,4744,5151,5524,6094,6570,7376,8056
"34060","Morgantown, WV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",234668,266124,296621,340664,364176,403584,458241,511329,574724,645097,695822
"34060","Morgantown, WV (Metropolitan Statistical Area)","2","Population (persons) 1/",87513,89219,90684,94067,96069,98296,97808,99573,101553,103131,104338
"34060","Morgantown, WV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2682,2983,3271,3622,3791,4106,4685,5135,5659,6255,6669
"34100","Morristown, TN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",196244,208793,237203,276190,314502,341662,359314,408717,453425,520585,580620
"34100","Morristown, TN (Metropolitan Statistical Area)","2","Population (persons) 1/",76604,78134,81139,83966,85437,88058,88539,90679,93534,95428,96337
"34100","Morristown, TN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2562,2672,2923,3289,3681,3880,4058,4507,4848,5455,6027
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",200752,210795,230211,252938,295178,326194,364169,415084,445393,506036,584006
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",51173,52419,52694,53145,53244,54151,53431,56468,57722,59516,61443
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3923,4021,4369,4759,5544,6024,6816,7351,7716,8503,9505
"34620","Muncie, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",436643,453679,495858,525032,596151,647781,686269,752516,841773,930089,1026345
"34620","Muncie, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",127518,129415,130524,133342,133005,131273,130324,130508,130160,129712,128611
"34620","Muncie, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3424,3506,3799,3937,4482,4935,5266,5766,6467,7170,7980
"34740","Muskegon, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",556589,580833,601588,668217,727752,805200,880409,959264,1051818,1179804,1295276
"34740","Muskegon, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",156538,157595,158338,158137,157135,156315,156266,157395,157496,157258,158067
"34740","Muskegon, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3556,3686,3799,4226,4631,5151,5634,6095,6678,7502,8194
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",248957,285259,335024,391975,450877,513110,578653,641890,708269,829350,914703
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","2","Population (persons) 1/",93101,95303,101165,107339,113376,118307,121997,127490,128032,132125,134546
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2674,2993,3312,3652,3977,4337,4743,5035,5532,6277,6798
"34900","Napa, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",357485,381497,416801,448277,508478,578763,674732,745064,827296,943170,1055709
"34900","Napa, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",76688,79562,81771,83208,87718,90759,93627,94964,96521,96437,98789
"34900","Napa, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4662,4795,5097,5387,5797,6377,7207,7846,8571,9780,10687
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",175467,208518,248158,290752,368203,426924,456499,523920,620590,756148,892743
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",35453,38874,42683,49144,54757,58396,63602,66125,69404,74844,81890
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4949,5364,5814,5916,6724,7311,7177,7923,8942,10103,10902
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2668471,2840901,3093374,3478182,3967896,4425026,4784715,5402069,6080300,6965307,7820936
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","2","Population (persons) 1/",772133,782791,794123,817813,828842,846500,865829,877324,895688,915701,934008
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3456,3629,3895,4253,4787,5227,5526,6157,6788,7607,8374
"35100","New Bern, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",250003,286284,300887,334128,394009,434747,474739,463825,517429,617906,674689
"35100","New Bern, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",80791,82081,83889,85129,87526,86605,88837,91051,91010,91529,90650
"35100","New Bern, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3094,3488,3587,3925,4502,5020,5344,5094,5685,6751,7443
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3353210,3590216,3810156,4112415,4482966,4889082,5244296,5615847,6151807,6799915,7571868
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","2","Population (persons) 1/",747063,747435,757031,758131,756777,759277,759648,758263,757917,757121,760219
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4489,4803,5033,5424,5924,6439,6904,7406,8117,8981,9960
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3982474,4300405,4646375,5077018,5591596,6302891,7101589,7969835,8844129,10030800,11305254
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",1134406,1146894,1166467,1187285,1197218,1202899,1217164,1239970,1255289,1270252,1285635
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3511,3750,3983,4276,4670,5240,5835,6427,7045,7897,8794
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",83884598,90396327,96410189,103427115,110001431,118338536,127505633,135572917,146764176,160679003,175867875
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","2","Population (persons) 1/",16920486,17089280,17162560,17125818,16974851,16857193,16778386,16712756,16584115,16468444,16400125
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4958,5290,5617,6039,6480,7020,7599,8112,8850,9757,10724
"35660","Niles, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",639353,666696,717542,808588,895502,974624,1031937,1102463,1228915,1344483,1434755
"35660","Niles, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",163676,163981,165230,168102,170653,172002,173395,174881,174870,173427,173635
"35660","Niles, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3906,4066,4343,4810,5248,5666,5951,6304,7028,7752,8263
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",858083,980330,1112894,1283455,1532026,1747243,1907301,2152544,2489070,2950698,3450344
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",209126,219936,232523,244710,264738,282181,288894,296666,306701,322092,338608
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4103,4457,4786,5245,5787,6192,6602,7256,8116,9161,10190
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",920609,1008957,1089406,1198510,1323721,1476722,1577780,1709395,1896632,2049957,2260639
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","2","Population (persons) 1/",225553,231405,233975,238857,238138,238362,241627,241968,241265,242732,240812
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",4082,4360,4656,5018,5559,6195,6530,7065,7861,8445,9388
"36100","Ocala, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",197343,228020,264761,314537,382637,424854,463166,514585,576504,668831,785914
"36100","Ocala, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",68004,70320,76690,81072,89718,97426,99728,105252,109765,112629,117793
"36100","Ocala, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",2902,3243,3452,3880,4265,4361,4644,4889,5252,5938,6672
"36140","Ocean City, NJ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",231777,261323,292415,333999,393430,441926,503624,568484,631487,710744,790161
"36140","Ocean City, NJ (Metropolitan Statistical Area)","2","Population (persons) 1/",58999,60259,63485,66321,68194,71929,74014,76838,78248,79862,81725
"36140","Ocean City, NJ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3928,4337,4606,5036,5769,6144,6804,7398,8070,8900,9669
"36220","Odessa, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",315583,342782,367519,405464,451399,542855,653641,795881,897303,1031873,1126926
"36220","Odessa, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",88041,92704,93609,94500,93264,96667,99614,102392,104702,108189,111422
"36220","Odessa, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3585,3698,3926,4291,4840,5616,6562,7773,8570,9538,10114
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",874555,969165,1105674,1187967,1288341,1428952,1572838,1763256,1955618,2244010,2523051
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","2","Population (persons) 1/",253900,258652,265466,271286,275564,279691,286672,293292,301368,310926,320746
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",3444,3747,4165,4379,4675,5109,5487,6012,6489,7217,7866
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2674251,3017627,3364882,3694011,4089347,4571230,5025160,5510871,6194095,7111495,8191439
