"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"27740","Johnson City, TN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22422,23262,23679,24442,26292,26956,28184,29748,30913,30769,31989,33861,34782,34624,35503,36928,37223,38502,39978,41519,44020
"27780","Johnstown, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3522289,3723765,3781469,3906683,4017819,4138628,4276506,4510289,4731067,4708617,4710033,5027999,5067659,5051561,5170336,5278979,5292719,5377458,5660098,5805411,6258282
"27780","Johnstown, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",152107,150902,149831,148836,147886,146975,146093,145283,144646,144186,143458,142590,141563,138858,137587,136083,134517,133035,131478,130107,128672
"27780","Johnstown, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23157,24677,25238,26248,27168,28159,29272,31045,32708,32657,32832,35262,35798,36379,37579,38792,39346,40421,43050,44620,48637
"27860","Jonesboro, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2331730,2397039,2460967,2703301,2799502,2892663,3030555,3203540,3376976,3431232,3634968,3889264,4084618,4195465,4274399,4405527,4514663,4680982,4825384,5064698,5440112
"27860","Jonesboro, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",108136,108774,109191,110177,111370,112570,114629,116163,117915,120114,121261,122865,124312,125866,126858,128513,130032,131356,132951,134274,135528
"27860","Jonesboro, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",21563,22037,22538,24536,25137,25697,26438,27578,28639,28566,29976,31655,32858,33333,33694,34281,34720,35636,36294,37719,40140
"27900","Joplin, MO (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3647014,3873543,3954725,4081419,4370421,4472233,4713254,4949512,5300088,5307077,5417617,5747375,6045795,5973176,6214482,6496065,6639421,6856959,7209587,7306310,7610138
"27900","Joplin, MO (Metropolitan Statistical Area)","2","Population (persons) 1/",157665,158567,160092,162037,163997,166160,168701,171224,172744,174394,175834,173877,174464,175210,175949,176788,177525,178319,178582,179557,180099
"27900","Joplin, MO (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23131,24428,24703,25188,26649,26915,27939,28907,30682,30432,30811,33054,34654,34092,35320,36745,37400,38453,40371,40691,42255
"27980","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3298238,3509708,3706856,3948734,4296647,4662694,5022966,5354750,5603863,5285618,5506302,5774970,6209315,6255282,6652793,7030390,7335791,7719272,8019581,8478321,8708258
"27980","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)","2","Population (persons) 1/",129078,132428,134583,137596,140625,143448,145776,148117,151424,153393,155115,157057,159025,161154,163205,164081,165684,166552,167471,167769,167989
"27980","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25552,26503,27543,28698,30554,32504,34457,36152,37008,34458,35498,36770,39046,38816,40763,42847,44276,46348,47886,50536,51838
"28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6846101,7276494,7406625,7580164,7722668,7898782,8322664,8591885,9137450,8955457,9212733,9803414,10216183,10469509,10809643,11503527,11886577,12190623,12717146,13092078,13938547
"28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",239008,240080,241937,243834,242505,243259,244178,245431,246862,249023,250754,252634,255413,257399,259063,259816,261584,263387,265120,265531,265988
"28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28644,30309,30614,31087,31845,32471,34084,35007,37014,35962,36740,38805,39999,40674,41726,44276,45441,46284,47968,49305,52403
"28100","Kankakee, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2619089,2744680,2820366,2899272,2986748,3116679,3304281,3509390,3692490,3638802,3720589,3836017,3887047,4026125,4054595,4187078,4264923,4364525,4523411,4695775,5102633
"28100","Kankakee, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",103842,104490,104932,105794,106744,107917,109735,111499,112658,113107,113420,113532,112995,112764,111916,111786,111066,110530,109863,109569,108594
"28100","Kankakee, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25222,26267,26878,27405,27980,28880,30111,31475,32776,32171,32804,33788,34400,35704,36229,37456,38400,39487,41173,42857,46988
"28140","Kansas City, MO-KS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",58466684,58696980,60093574,61485369,63409237,66673707,73398359,78736704,84514860,82785312,83642829,88120388,93925817,95664688,99262468,104361274,106240992,110334849,115299695,120384261,126169318
"28140","Kansas City, MO-KS (Metropolitan Statistical Area)","2","Population (persons) 1/",1817929,1837551,1858778,1875142,1892097,1909428,1931764,1954688,1973888,1994834,2013423,2025864,2039210,2054764,2070383,2087407,2108768,2129425,2147602,2161639,2173212
"28140","Kansas City, MO-KS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",32161,31943,32330,32790,33513,34918,37996,40281,42816,41500,41543,43498,46060,46558,47944,49996,50381,51814,53688,55691,58057
"28420","Kennewick-Richland, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4887244,5293965,5584796,5986232,6332688,6583543,6820969,7548623,8274220,8769782,9618699,10271649,10224633,10236227,10673860,11521635,11882802,12338803,12750238,13590888,14884436
"28420","Kennewick-Richland, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",192696,196420,202688,209043,213854,219086,224149,229255,237348,245600,255543,263497,268091,270803,274175,278963,283705,290032,295124,299619,303501
"28420","Kennewick-Richland, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25362,26952,27554,28636,29612,30050,30431,32927,34861,35708,37640,38982,38139,37800,38931,41302,41884,42543,43203,45361,49042
"28660","Killeen-Temple, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7871881,8386265,8876576,9509772,10028932,10989705,12126612,13325886,14589914,14955156,15361893,16177017,16415125,16194348,16659964,17414358,17539283,18440800,19046101,19866978,21349269
"28660","Killeen-Temple, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",332989,336409,341231,342865,349745,357533,365460,380804,392237,395375,408299,412491,423703,424219,426787,433038,436933,443436,451657,461665,468453
"28660","Killeen-Temple, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23640,24929,26013,27736,28675,30738,33182,34994,37197,37825,37624,39218,38742,38174,39036,40214,40142,41586,42169,43033,45574
"28700","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",7017857,7221125,7393506,7698978,8071823,8391046,9034709,9554388,10138301,9911201,10101713,10726845,11191732,10939029,10986825,11190888,11252886,11681231,12189370,12477905,13211621
"28700","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",298534,298648,299267,300370,300668,302519,304535,306805,308069,309293,309488,309145,308713,307957,307391,306525,306359,306880,307125,307790,308183
"28700","Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",23508,24179,24705,25632,26846,27737,29667,31142,32909,32045,32640,34698,36253,35521,35742,36509,36731,38064,39689,40540,42869
"28740","Kingston, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4742606,4909024,4957908,5139380,5625228,5864971,6216713,6524864,6839898,6811781,7037454,7282559,7492756,7518186,7773056,8052574,8284969,8664945,8992991,9351028,9964751
"28740","Kingston, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",177810,178440,180128,180942,181847,182438,182845,182818,183174,182638,182422,182458,181555,180722,180435,179696,179045,178650,178510,177933,177716
"28740","Kingston, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26672,27511,27524,28403,30934,32148,34000,35690,37341,37297,38578,39914,41270,41601,43080,44812,46273,48502,50378,52554,56071
"28940","Knoxville, TN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",19455516,19706407,20482659,21387300,22635435,23831494,25363429,26640587,27839626,27267964,28543694,30298372,31988212,32009246,33344955,35016492,36093046,37675057,39954797,41874502,44380311
"28940","Knoxville, TN (Metropolitan Statistical Area)","2","Population (persons) 1/",729194,735744,742420,750863,758622,768798,782685,794171,804719,811349,816021,820819,825215,829313,833342,838325,845560,854346,862196,869138,878124
"28940","Knoxville, TN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26681,26784,27589,28484,29838,30998,32406,33545,34595,33608,34979,36912,38763,38597,40014,41770,42685,44098,46341,48179,50540
"29020","Kokomo, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2405253,2352872,2393558,2454586,2530083,2572055,2652776,2771585,2718493,2532829,2592678,2739653,2865087,2916649,3043333,3138090,3187189,3281348,3432623,3505529,3718368
"29020","Kokomo, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",84940,84909,84563,84538,84291,84382,83943,83743,83472,82701,82753,82805,82853,82761,82633,82378,82395,82302,82339,82660,82732
"29020","Kokomo, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28317,27711,28305,29035,30016,30481,31602,33096,32568,30626,31330,33086,34580,35242,36830,38094,38682,39870,41689,42409,44945
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3449527,3600693,3690924,3849231,4006941,4170868,4402981,4639972,4937304,4986676,5099300,5392466,5705971,5661496,6004747,6228006,6327249,6550876,6826078,7126041,7495215
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","2","Population (persons) 1/",127021,127624,128261,128780,128992,129549,130147,131190,131920,133072,133906,134132,135347,135718,136215,136477,136544,136866,136828,136818,137134
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27157,28213,28777,29890,31063,32195,33831,35368,37427,37474,38081,40203,42158,41715,44083,45634,46339,47863,49888,52084,54656
"29180","Lafayette, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",9953226,10860314,11050013,11500347,11937637,13457149,15393978,16397532,18394263,17249640,18300287,18999611,20933892,21407740,22610563,21392595,20029962,20705830,21391689,21819746,23289429
"29180","Lafayette, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",425158,426750,430358,432900,436018,439936,450740,454315,459111,463998,467617,470988,474308,479931,485046,489717,491143,490487,489992,489713,489759
"29180","Lafayette, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23411,25449,25676,26566,27379,30589,34153,36093,40065,37176,39135,40340,44136,44606,46615,43684,40782,42215,43657,44556,47553
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4776584,4818034,4867012,4921912,5208329,5427715,5694546,5996510,6479679,6327852,6597267,7063000,7404778,7554646,7813655,7959307,8230919,8568112,9108116,9309332,9906536
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",187356,189259,190379,192210,193605,196649,200685,203703,206556,209308,210689,213265,216510,219282,221564,223719,227266,228248,230858,232117,233278
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25495,25457,25565,25607,26902,27601,28376,29438,31370,30232,31313,33118,34201,34452,35266,35577,36217,37539,39453,40106,42467
"29340","Lake Charles, LA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",4485434,4715428,4804110,4859491,5118516,5614207,6066956,6717190,7177505,6809163,7014079,7332599,7752872,7878106,8460899,9019270,9249276,9751749,10213439,10449116,10712334
"29340","Lake Charles, LA (Metropolitan Statistical Area)","2","Population (persons) 1/",193491,193171,193321,194552,195444,196263,193069,194598,196362,198010,199938,200553,201146,202261,203365,205363,207668,209588,210515,211019,210313
"29340","Lake Charles, LA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23182,24411,24850,24978,26189,28606,31424,34518,36552,34388,35081,36562,38544,38950,41604,43919,44539,46528,48516,49517,50935
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2974573,3268134,3480429,3743837,4145861,4540194,4829713,5023874,5140527,5129291,5193370,5256949,5359199,5533132,5848949,6023100,6269233,6609510,6959682,7329418,7934349
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","2","Population (persons) 1/",156215,160312,166155,172633,180521,188773,196168,199760,200078,199696,200336,202888,203484,203322,203670,204890,205899,207668,210371,213846,217206
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",19042,20386,20947,21687,22966,24051,24620,25150,25693,25685,25923,25911,26337,27214,28718,29397,30448,31827,33083,34274,36529
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",11708270,12672035,12944176,13646294,14734852,16095306,16857753,17648497,18176582,17447041,18650683,19666336,19815333,19915841,20927737,21939354,22502739,24164464,25489580,26956118,29603579
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",485515,492917,501469,513058,527685,547373,568324,585982,594801,598683,603119,610026,615581,622808,634624,648823,666271,685790,707095,724967,744552
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24115,25708,25813,26598,27924,29405,29662,30118,30559,29142,30924,32239,32190,31977,32977,33814,33774,35236,36048,37183,39760
"29540","Lancaster, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",13714728,14520868,14690788,15364753,16432640,17254989,17835949,18671889,19420963,18964433,19927942,20920557,21722057,22379442,23670593,25044332,25793479,27184117,28656952,29742370,31916314
"29540","Lancaster, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",471955,475483,480118,485119,489977,494722,500922,506639,511957,516577,520325,523996,526949,530109,533414,535960,538303,541352,543960,545441,546192
"29540","Lancaster, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",29059,30539,30598,31672,33538,34878,35606,36854,37935,36712,38299,39925,41222,42217,44376,46728,47916,50215,52682,54529,58434
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",14252539,14728527,14799820,15107868,15468125,15739003,16254286,16768259,17397716,17000995,17846833,18375245,18667345,18852135,19586776,20454938,21139553,21781796,22582277,23361504,25396662
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)","2","Population (persons) 1/",520449,524067,527582,530834,534758,535500,536188,536230,535161,533857,534902,536663,537121,538262,540242,541531,545081,548129,548244,549225,548248
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27385,28104,28052,28461,28925,29391,30315,31271,32509,31846,33365,34240,34754,35024,36256,37772,38782,39738,41190,42535,46323
"29700","Laredo, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3103489,3802285,4029129,4261095,4369928,4879238,5302539,5529318,6350504,6121385,6633786,7231314,7536057,7708851,7988731,8090246,8175731,8392624,8765977,9205187,9892562
"29700","Laredo, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",194576,200347,206001,211786,217858,223703,229307,234594,240287,245908,251358,255877,260487,264280,267258,269598,272053,273378,274734,276387,277681
"29700","Laredo, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",15950,18978,19559,20120,20059,21811,23124,23570,26429,24893,26392,28261,28931,29169,29891,30009,30052,30700,31907,33305,35626
"29740","Las Cruces, NM (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3224956,3618702,3842339,4089072,4354229,4709110,5017521,5378745,5654380,5982692,6408745,6609738,6719697,6542627,6830657,7144118,7385715,7568828,7786528,8188439,8898780
"29740","Las Cruces, NM (Metropolitan Statistical Area)","2","Population (persons) 1/",175098,176496,178464,182045,184939,189199,193701,197853,200855,205401,210096,213123,214452,214285,213938,214028,214664,216218,217470,218864,221262
"29740","Las Cruces, NM (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",18418,20503,21530,22462,23544,24890,25903,27186,28152,29127,30504,31014,31334,30532,31928,33379,34406,35006,35805,37413,40218
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",43367422,46460056,48235667,51556991,57614171,65484528,71206581,74679221,73503271,67889554,70047316,72788770,77731488,77807956,83502103,90241895,93797612,99217663,105171258,112031216,118678768
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","2","Population (persons) 1/",1393909,1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407,1952640,1962162,1989644,2017798,2053929,2097832,2140240,2183273,2228970,2275884,2315963
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",31112,31811,31672,32545,34649,37863,39476,39982,38436,35005,35873,37096,39068,38561,40655,43017,43826,45444,47184,49225,51244
"29940","Lawrence, KS (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2496349,2696313,2772665,2858900,2923978,3077290,3306914,3470635,3705342,3755074,3817833,4010662,4126876,4228652,4430935,4673373,4813924,5062219,5324847,5523429,5819458
"29940","Lawrence, KS (Metropolitan Statistical Area)","2","Population (persons) 1/",100247,101269,102552,103570,104826,105681,107187,107892,109010,110039,111204,112500,113360,114779,116540,118265,119876,120516,121327,122269,122530
"29940","Lawrence, KS (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24902,26625,27037,27604,27894,29119,30852,32168,33991,34125,34332,35650,36405,36842,38021,39516,40158,42005,43888,45174,47494
"30020","Lawton, OK (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2691246,2898390,3021131,3205427,3316694,3476194,3798881,3988427,4285572,4375559,4736011,4891873,4869630,4930764,5015093,5097719,5020311,5137523,5228730,5417483,5773107
"30020","Lawton, OK (Metropolitan Statistical Area)","2","Population (persons) 1/",121695,119955,119889,117484,122341,121475,122980,125814,124166,126131,131568,132294,132586,130812,130755,129697,127478,127860,126799,126874,126775
"30020","Lawton, OK (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22115,24162,25199,27284,27110,28617,30890,31701,34515,34691,35997,36977,36728,37694,38355,39305,39382,40181,41236,42700,45538
"30140","Lebanon, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3237393,3468638,3551033,3684642,3997216,4191238,4386738,4612136,4822354,4764125,4963334,5191005,5299194,5383510,5590198,5896782,6110038,6406605,6741434,6938534,7471711
"30140","Lebanon, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",120309,120954,121698,123154,124644,126197,128302,130182,131574,132959,133667,134530,135531,135803,136538,137492,138481,139473,141116,141318,141663
"30140","Lebanon, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26909,28677,29179,29919,32069,33212,34191,35428,36651,35832,37132,38586,39099,39642,40942,42888,44122,45934,47772,49099,52743
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1478608,1526846,1537521,1600475,1675909,1710712,1827262,1961921,2066692,2039964,2140901,2202291,2249335,2319079,2401835,2490438,2565756,2699088,2804072,2927375,3184570
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","2","Population (persons) 1/",57944,57446,57601,58183,58581,58979,59646,59908,60203,60464,61042,61428,61447,61986,62108,62206,62562,62988,63107,63288,63575
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25518,26579,26693,27508,28608,29005,30635,32749,34329,33738,35073,35852,36606,37413,38672,40035,41011,42851,44434,46255,50092
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2639071,2733591,2882918,3036708,3119113,3192262,3328239,3487452,3641916,3630901,3674598,3764486,3835281,3793094,3896856,4069912,4116950,4256136,4413294,4626828,5031902
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","2","Population (persons) 1/",103852,104260,105063,106140,106867,107352,107932,107739,108284,107830,107712,107458,107517,107267,107411,107189,107389,107507,107987,108361,108547
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",25412,26219,27440,28610,29187,29736,30836,32369,33633,33672,34115,35032,35671,35361,36280,37969,38337,39589,40869,42698,46357
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",12680903,12753744,12995754,13398801,14250683,15011069,16148413,16970574,17540889,17084413,17693447,18718091,19636899,20308642,21315974,22497083,23006919,23794475,24638134,25789519,27351417
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",409924,414520,418448,424953,430229,436898,445685,452138,460112,467328,473425,479004,485365,491089,495381,501782,506042,512052,515155,517721,520391
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30935,30767,31057,31530,33123,34358,36233,37534,38123,36558,37373,39077,40458,41354,43029,44834,45464,46469,47827,49814,52559
"30620","Lima, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2682204,2726187,2781076,2863193,2933385,3008218,3161205,3318961,3409679,3419058,3518436,3644189,3751296,3736101,3881986,3997996,4070452,4197897,4359276,4432765,4742099
"30620","Lima, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",108589,108523,108518,107418,106826,106861,106716,106717,106773,106518,106342,105981,105251,105071,104886,104141,103691,103173,102747,102450,101980
"30620","Lima, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24701,25121,25628,26655,27459,28151,29623,31101,31934,32098,33086,34385,35641,35558,37011,38390,39256,40688,42427,43268,46500
"30700","Lincoln, NE (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",8192390,8384109,8744096,9121689,9486088,9865876,10422642,11016241,11572414,11374963,11781973,12450082,13191966,13274809,13935380,14668662,14966865,15704449,16508788,16975740,17924429
"30700","Lincoln, NE (Metropolitan Statistical Area)","2","Population (persons) 1/",268042,271237,274972,279194,281768,285469,288940,292502,296258,299633,302975,306670,310414,314229,319791,323291,327656,331096,333653,335721,337836
"30700","Lincoln, NE (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30564,30911,31800,32672,33666,34560,36072,37662,39062,37963,38888,40598,42498,42246,43577,45373,45679,47432,49479,50565,53057
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",16815108,17849485,18435819,19510154,20578034,22087815,23367423,25028619,25672890,25639611,26311436,27567837,29394300,29074211,30352696,31429150,32134756,32876794,33753351,34946889,37206771
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","2","Population (persons) 1/",612313,618126,624166,631032,639558,648784,661719,671441,681888,691903,702326,710813,717916,723532,728612,731361,734433,738162,740802,743048,746564
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",27462,28877,29537,30918,32175,34045,35313,37276,37650,37057,37463,38784,40944,40184,41658,42974,43755,44539,45563,47032,49837
"30860","Logan, UT-ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1981337,2135963,2188265,2336324,2530219,2610483,2764692,3013799,3330027,3336015,3552246,3805517,3989223,4009918,4243838,4567593,4768511,5096772,5498069,5906969,6418903
"30860","Logan, UT-ID (Metropolitan Statistical Area)","2","Population (persons) 1/",103211,104294,107180,108819,110813,112580,113321,115901,119394,123048,126170,127613,128726,129879,130880,132751,135692,137949,140292,142207,144219
"30860","Logan, UT-ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",19197,20480,20417,21470,22833,23188,24397,26003,27891,27111,28154,29821,30990,30874,32425,34407,35142,36947,39190,41538,44508
"30980","Longview, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6231034,6571442,6693058,7010931,7228900,7894788,8771770,9311270,10743126,10040855,10460137,11459417,11633043,11563813,12148664,11708454,11263407,11471723,12038530,12491727,12941183
"30980","Longview, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",256153,257630,259812,261565,263814,265873,269236,271474,274165,278306,280493,282441,283083,282638,283277,283837,283793,284752,285451,286673,287105
"30980","Longview, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24325,25507,25761,26804,27402,29694,32580,34299,39185,36078,37292,40573,41094,40914,42886,41251,39689,40287,42174,43575,45075
"31020","Longview, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2206449,2326477,2330528,2410384,2541903,2728668,2925169,3237238,3402325,3380012,3582639,3619700,3804772,3840399,4010194,4144558,4282066,4465054,4717193,4981152,5371661
"31020","Longview, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",92984,93608,94325,94516,95541,96536,99162,100744,101688,102126,102358,102313,101669,101497,101811,103031,104760,106800,108673,110389,111371
"31020","Longview, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23729,24853,24707,25502,26605,28266,29499,32133,33458,33096,35001,35379,37423,37838,39389,40226,40875,41808,43407,45124,48232
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",395968325,410867760,420861285,442277059,468615009,498906751,539348506,558278018,565344462,543359346,571360427,605823344,651126932,648727818,687129286,734343346,759860794,785879120,815331044,852964948,915132543
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","2","Population (persons) 1/",12392704,12511491,12614158,12696521,12734974,12726428,12670216,12631988,12692740,12774577,12838023,12923899,13010104,13092451,13159972,13226215,13259142,13266524,13237112,13182453,13109903
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",31952,32839,33364,34835,36797,39202,42568,44196,44541,42534,44505,46876,50048,49550,52214,55522,57308,59238,61594,64705,69805
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",33194992,34128847,34753760,35745098,37795066,39280164,41950213,43696670,44975686,43963735,45959327,48413432,51717742,51380019,53991178,57112999,58631087,60776768,63535550,66207264,70652096
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","2","Population (persons) 1/",1092810,1100423,1108339,1119435,1129452,1139934,1154352,1169680,1183814,1194945,1204684,1212009,1220448,1232541,1239825,1246817,1253093,1260344,1262810,1266200,1268993
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30376,31014,31357,31931,33463,34458,36341,37358,37992,36791,38151,39945,42376,41686,43547,45807,46789,48222,50313,52288,55676
"31180","Lubbock, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6262690,6437156,6670114,7061097,7244969,7686852,8089593,8601321,9164248,9323917,10019680,10426001,11070882,11459781,11963959,12347072,12592925,13040719,13806281,14428680,15109564
"31180","Lubbock, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",256651,260015,262680,266338,268466,270478,274419,277466,280321,286236,292269,295400,297888,301295,306215,310173,314006,317367,319673,322744,326364
"31180","Lubbock, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24402,24757,25393,26512,26987,28420,29479,31000,32692,32574,34282,35295,37165,38035,39070,39807,40104,41090,43189,44706,46297
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",5805132,5950826,6030404,6265093,6562530,6883938,7375927,7774422,8210971,8083563,8328418,8633171,8972745,8965507,9347178,9620482,9698462,10045215,10447829,10703116,11508530
